property_type,tenure,built_year,num_beds,num_baths,size_sqft,furnishing,subzone,planning_area,price,shop_dist,mrt_dist,commercials_dist,second_school_dist,primary_school_dist,density,available_unit_type_is_studio,available_unit_type_min_room,available_unit_type_max_room
condo,freehold,2024,3,2,1432,unspecified,tanglin,orchard,5880000.0,102.82867127935778,102.82882654121643,102.8286968670999,102.82921488727499,102.82857538494095,2208.955223880597,other,2,5
condo,tenure-100,2023,3,2,936,partial,kovan,hougang,1470000.0,102.87899121715199,102.87915875298386,102.87901884950247,102.87957651923863,102.87888758036544,12732.218002668582,other,3,5
condo,tenure-100,1999,3,2,1238,unspecified,woodgrove,woodlands,1207500.0,102.7861029856569,102.78628295671,102.78613268909328,102.78673055215754,102.78599150762591,20304.04999399111,other,3,5
hdb,tenure-100,1995,4,2,1302,partial,choa chu kang north,choa chu kang,577500.0,102.74857472812114,102.74874806978399,102.74860332720046,102.74917977649896,102.74846743208772,29331.251148263826,studio,1,5
condo,freehold,2023,1,1,538,unspecified,farrer court,bukit timah,1591800.0,102.80631242742349,102.80646943148884,102.80633830530512,102.80686195815997,102.80621543461304,11059.413027916966,studio,1,4
hdb,tenure-100,1978,3,2,1055,unspecified,townsville,ang mo kio,630000.0,102.85036554644175,102.85053345151486,102.85039324022044,102.8509521075374,102.85026167733436,38689.604685212296,other,2,4
condo,tenure-1000,2024,3,2,936,unspecified,sunset way,clementi,1984500.0,102.77024213102116,102.77040277647254,102.77026861535178,102.77080403937559,102.77014284224794,5861.603900819588,studio,2,5
condo,freehold,2026,3,2,1916,unfurnished,boat quay,singapore river,4318900.0,102.85167363302699,102.85182594363847,102.85169872924156,102.85220721019009,102.85157959955083,808.457711442786,other,1,4
house,freehold,1979,5,4,3800,unspecified,serangoon garden,serangoon,5145000.0,102.8633613061731,102.86352692113941,102.86338861852359,102.86394008437311,102.86325888121344,11934.374173061657,other,3,10
hdb,tenure-100,2003,3,2,1130,unspecified,telok blangah drive,bukit merah,1029000.0,102.81146520450358,102.81161532772519,102.8114899362577,102.81199135608198,102.81137255144051,13278.350515463917,studio,1,5
condo,tenure-100,2023,5,5,1819,unspecified,moulmein,novena,4294500.0,102.84421227820445,102.84436923201474,102.84423814781617,102.84476163226437,102.84411531634187,6901.669758812616,studio,1,6
hdb,tenure-100,2017,3,2,1001,partial,bendemeer,kallang,984900.0,102.86369219474804,102.86384964209726,102.8637181466204,102.86424322260919,102.86359492121858,27287.914003486345,other,2,3
condo,freehold,2023,3,2,958,unfurnished,farrer court,bukit timah,2835000.0,102.80631242742349,102.80646943148884,102.80633830530512,102.80686195815997,102.80621543461304,11059.413027916966,studio,1,4
condo,tenure-100,2024,4,3,1292,unfurnished,central water catchment,central water catchment,2931600.0,102.7929906349344,102.79315568883293,102.79301785364025,102.79356751786128,102.7928885652386,0.2691159809142946,other,1,5
condo,tenure-100,2025,2,2,678,unspecified,pearl's hill,outram,1851700.0,102.84239243823079,102.84254425540445,102.84241745222874,102.84292434034128,102.84229871615638,10897.435897435898,other,1,4
condo,freehold,2004,4,3,1733,partial,cairnhill,newton,4515000.0,102.84134151265766,102.84149709936983,102.84136715454437,102.84188622231486,102.84124541310071,8593.576965669989,other,1,5
hdb,tenure-100,2002,3,2,1087,unspecified,toa payoh west,toa payoh,1037400.0,102.84951478365758,102.84967697413336,102.84954152555417,102.85008192897807,102.84941451884812,13843.632507471319,other,1,5
condo,tenure-100,2017,3,2,1001,unspecified,sengkang town centre,sengkang,1575000.0,102.89903275445626,102.89920471381247,102.8990611236861,102.89963308276972,102.89892632729179,42307.42896268402,studio,1,5
condo,tenure-100,2023,1,1,527,partial,dover,queenstown,1440600.0,102.7767612218067,102.77691679858626,102.77678686186667,102.7773059078248,102.77666512979057,8027.240454973556,studio,1,4
hdb,tenure-100,2003,3,2,1184,partial,punggol field,punggol,630000.0,102.91101683464096,102.91119053519549,102.91104549393394,102.91162307697422,102.91090930904045,35511.713933415536,studio,1,5
house,freehold,1998,5,7,6520,unfurnished,upper thomson,bishan,6825000.0,102.83937210077013,102.83953710405882,102.8393993111696,102.83994880448665,102.83927006207828,7634.757760748149,studio,1,7
condo,freehold,2024,2,2,732,unspecified,potong pasir,toa payoh,1877400.0,102.87157295461633,102.87173345330922,102.87159941477162,102.87213434848802,102.87147375640387,18338.28821780629,other,1,4
apartment,tenure-100,2019,2,2,560,unspecified,crawford,kallang,1344000.0,102.86530256239153,102.8654575059763,102.86532809721645,102.86584508321239,102.86520686799138,35508.47457627119,studio,1,3
hdb,tenure-100,2018,3,2,1011,unspecified,fernvale,sengkang,668800.0,102.88420731227919,102.88437972114646,102.88423575634455,102.88480917016726,102.88410060189392,24586.051179126945,other,1,4
hdb,tenure-100,2001,3,2,1183,unspecified,sengkang town centre,sengkang,693000.0,102.90124801415841,102.90142064205989,102.90127649475366,102.9018506135739,102.9011411652888,42307.42896268402,other,2,3
condo,tenure-100,2023,3,2,1141,unspecified,tanjong rhu,kallang,2994600.0,102.87240135921485,102.87255638291379,102.87242690740328,102.87294415112177,102.87230561414538,5417.926460548132,other,1,5
condo,freehold,2022,2,1,592,partial,moulmein,novena,1635900.0,102.84855060033047,102.84870817660894,102.8485765736382,102.84910206860928,102.84845324578238,6901.669758812616,other,1,4
bungalow,tenure-1000,2005,6,5,5000,unspecified,holland road,bukit timah,16800000.0,102.79027801753222,102.79043633101773,102.79030411348104,102.79083199966388,102.79018019916809,3200.2834199338686,other,2,6
condo,freehold,2025,3,2,936,unfurnished,leedon park,bukit timah,2520300.0,102.8058476880269,102.80600431352168,102.80587350284885,102.80639593260508,102.80575093399567,3159.1856757419673,studio,1,4
apartment,tenure-100,2011,1,1,764,partial,cecil,downtown core,1564500.0,102.85014570456998,102.85029619076745,102.85017049688807,102.85067308334345,102.85005282180866,1322.4821973550356,studio,1,2
hdb,tenure-100,2017,1,1,505,partial,woodlands south,woodlands,375900.0,102.80086542286811,102.801045438214,102.80089513372171,102.80149313754664,102.80075391660917,26015.228426395937,other,1,3
condo,tenure-100,2025,3,3,1098,unspecified,holland drive,queenstown,3249900.0,102.79692159587546,102.79707847000459,102.79694745208859,102.79747068661082,102.79682468520329,26938.602082005524,other,1,5
condo,freehold,2022,4,5,2164,unspecified,nassim,tanglin,8634400.0,102.82849305848836,102.82865081188422,102.82851906124505,102.8290451316786,102.82839559262585,4541.768045417681,studio,2,7
condo,tenure-100,2025,3,2,1249,partial,maritime square,bukit merah,3387300.0,102.82020822387811,102.82035596771624,102.82023255932197,102.82072628989506,102.8201170713543,1359.2670471613098,studio,1,10
hdb,tenure-100,1982,3,2,1291,unspecified,yuhua east,jurong east,598500.0,102.74386801030028,102.74403066645607,102.74389482948328,102.74443675435394,102.74376745386782,26784.16955017301,studio,1,6
house,freehold,1977,4,6,5989,unspecified,pasir ris wafer fab park,pasir ris,6510000.0,102.94123955954234,102.94141083043411,102.94126781420707,102.9418375421386,102.94113356577037,2.169997613002626,other,3,9
condo,tenure-100,2026,4,4,1356,partial,kampong java,kallang,2884400.0,102.85550786265696,102.85566458764788,102.85553369418437,102.8560564375138,102.8554110448911,10009.505703422054,studio,1,5
condo,freehold,2023,2,2,732,unspecified,tyersall,tanglin,2071600.0,102.80709408088998,102.80725102740054,102.80711994918681,102.80764341595602,102.80699712436474,1797.7111615623407,other,1,5
house,freehold,1970,6,7,8000,unspecified,siglap,bedok,6279000.0,102.93578165462077,102.93593729505643,102.9358073057077,102.93632653205034,102.93568551931618,5927.2894615738605,other,5,10
hdb,tenure-100,2012,3,2,1001,unspecified,waterway east,punggol,566000.0,102.91846641656704,102.91864056021686,102.91849514968617,102.9190741631964,102.91835861135282,33964.54472199838,studio,3,4
condo,tenure-100,2017,4,3,1249,partial,woodlands south,woodlands,1469800.0,102.80483146634327,102.8050119276523,102.8048612514915,102.80546069560421,102.80471967873032,26015.228426395937,studio,2,5
hdb,tenure-100,1971,2,2,645,unspecified,macpherson,geylang,354900.0,102.88929315590342,102.88945309142304,102.88931952229821,102.88985263356851,102.88919431254295,22447.36425518442,other,2,4
hdb,tenure-100,1997,4,2,1345,unspecified,tampines east,tampines,834800.0,102.96203724442181,102.96220353242082,102.96206466914194,102.96261829390359,102.96193439302439,30154.01616133711,studio,1,5
house,freehold,1998,5,7,5700,unspecified,balestier,novena,8702400.0,102.84608811156114,102.84624720059547,102.84611433684186,102.84664471996317,102.84598980294426,16832.762379321084,other,2,6
condo,tenure-100,2011,4,3,2471,partial,maritime square,bukit merah,5448300.0,102.81419292096763,102.81434096537994,102.81421730646206,102.81471200915679,102.81410157898615,1359.2670471613098,other,1,6
hdb,tenure-100,2005,3,2,1076,fully,redhill,bukit merah,834800.0,102.8202270705945,102.82037935952692,102.82025216311416,102.8207605790202,102.82013305141274,27399.380804953562,studio,1,5
condo,tenure-100,2023,1,1,570,unspecified,pearl's hill,outram,1570800.0,102.84270594070802,102.8428571379753,102.84273085144909,102.84323573657576,102.84261260961145,10897.435897435898,studio,1,8
hdb,tenure-100,1984,3,2,1109,unspecified,potong pasir,toa payoh,787500.0,102.86868843378558,102.86884949067164,102.86871498691136,102.86925172462479,102.86858888356937,18338.28821780629,other,1,6
hdb,tenure-100,1996,3,2,1367,unspecified,pasir ris west,pasir ris,714000.0,102.93957101671926,102.93974020505863,102.939598924489,102.94016192389957,102.93946633647693,22603.258810155363,studio,1,6
condo,tenure-100,2009,4,4,2820,unspecified,sentosa,southern islands,5250000.0,102.84637275916914,102.84651661473481,102.84639644701376,102.84687761029761,102.84628405851879,407.0670191783122,other,2,5
condo,tenure-100,2010,3,3,1636,unspecified,central subzone,downtown core,4725000.0,102.85800134887124,102.85815187286464,102.85802614750594,102.85852885483165,102.85790844211638,898.6010415602982,studio,1,9
condo,tenure-100,2017,5,3,1593,unspecified,anchorvale,sengkang,1994000.0,102.89765780386358,102.89783125537181,102.89768642163737,102.89826320212468,102.89755043560376,32150.73160954099,other,2,5
hdb,tenure-100,1998,3,2,1109,unspecified,woodlands east,woodlands,512400.0,102.80557088623958,102.80575158707768,102.80560071128812,102.80620092920813,102.80545894753746,38762.48286665361,other,1,7
hdb,tenure-100,1980,5,2,1302,unspecified,bedok north,bedok,714000.0,102.93092197872147,102.9310825303636,102.93094844785453,102.93148354322103,102.93082274594242,25545.463058338795,studio,1,5
condo,freehold,2023,1,1,495,partial,ridout,tanglin,1365000.0,102.81207913577222,102.81223542581692,102.81210489473492,102.81262623965007,102.81198259319116,778.7683164258633,other,1,6
condo,tenure-100,2023,1,2,527,partial,dover,queenstown,1302000.0,102.7767612218067,102.77691679858626,102.77678686186667,102.7773059078248,102.77666512979057,8027.240454973556,studio,1,4
condo,tenure-100,2026,4,5,1959,unspecified,clarke quay,singapore river,5821200.0,102.84714951346535,102.84730235104654,102.84717469744514,102.84768488176805,102.847055147711,447.9669193659545,studio,1,6
hdb,tenure-100,1980,3,2,980,unspecified,north coast,woodlands,430500.0,102.77759747804701,102.77778053253309,102.77762769506785,102.77823552214323,102.77748405541685,5027.631196243819,studio,2,4
bungalow,freehold,1977,5,6,7535,unspecified,pasir ris wafer fab park,pasir ris,9030000.0,102.94123955954234,102.94141083043411,102.94126781420707,102.9418375421386,102.94113356577037,2.169997613002626,other,3,9
hdb,tenure-100,1984,3,2,1302,unspecified,tampines east,tampines,775800.0,102.94852803197031,102.94869231750754,102.9485551231047,102.94910227999902,102.9484264438214,30154.01616133711,studio,1,5
house,freehold,1993,4,3,2450,unspecified,springleaf,yishun,4284000.0,102.8230014070008,102.82317527403849,102.82303009379035,102.82360822873706,102.8228937781342,1978.0916168748868,other,4,5
condo,tenure-100,2025,4,4,1281,unspecified,clementi woods,clementi,2340400.0,102.77032741171026,102.77048361732489,102.77035315649805,102.77087423526564,102.77023092320584,15122.873345935726,other,1,5
hdb,tenure-100,1998,3,2,1300,unspecified,toh guan,jurong east,827400.0,102.7478412317659,102.74800388297547,102.74786805013561,102.74840995839169,102.74774067837446,19534.07417324943,studio,3,5
hdb,tenure-100,2003,3,2,1194,unspecified,punggol field,punggol,608000.0,102.91449562905164,102.91466864716769,102.91452417468017,102.91509955218993,102.91438853380662,35511.713933415536,studio,1,5
condo,freehold,2022,1,1,549,unspecified,nassim,tanglin,1591800.0,102.83414254242305,102.83429995491524,102.83416848841051,102.83469345647536,102.83404529146193,4541.768045417681,other,1,5
hdb,tenure-100,1998,3,2,1291,unspecified,pei chun,toa payoh,997500.0,102.86159516707755,102.86175694182577,102.86162183975866,102.86216089803347,102.86149516423512,25182.304326689355,other,1,4
condo,tenure-100,2026,1,1,527,partial,tagore,ang mo kio,1207500.0,102.83809836540188,102.8382697398878,102.8381266370476,102.83869671608728,102.83799230832655,2384.380061184092,other,1,4
condo,freehold,2022,2,3,1292,partial,leedon park,bukit timah,4115800.0,102.80379523349424,102.8039516961837,102.80382102119226,102.80434292524642,102.80369858218728,3159.1856757419673,other,2,5
hdb,tenure-100,2015,3,2,1206,unspecified,senja,bukit panjang,787500.0,102.7615442126124,102.76171585672233,102.76157252896512,102.76214349135574,102.7614379869943,32277.164346295405,other,2,5
condo,freehold,2022,1,1,495,partial,moulmein,novena,1366000.0,102.84364664050896,102.84380435693294,102.84367263714763,102.84419858571302,102.84354919766588,6901.669758812616,studio,1,3
apartment,freehold,2014,2,2,775,unspecified,moulmein,novena,1984500.0,102.84145915630393,102.84161659690926,102.8414851069937,102.84201016472895,102.84136188746692,6901.669758812616,other,2,4
hdb,tenure-100,2016,3,2,1001,unspecified,waterway east,punggol,629000.0,102.91421847659919,102.9143936383049,102.91424737928449,102.91482968283663,102.91411002936569,33964.54472199838,other,2,5
hdb,tenure-100,1978,3,2,1280,unspecified,dover,queenstown,787500.0,102.78881805242912,102.78897363528291,102.78884369353305,102.78936275719695,102.78872195634351,8027.240454973556,other,3,5
condo,tenure-1000,2024,3,2,1033,unspecified,sunset way,clementi,2089500.0,102.77024213102116,102.77040277647254,102.77026861535178,102.77080403937559,102.77014284224794,5861.603900819588,studio,2,5
house,freehold,1981,4,3,2600,unspecified,marymount,bishan,4200000.0,102.84699582900977,102.84716093819344,102.84702305706848,102.84757289132254,102.84689372337782,15080.69853877094,other,1,6
hdb,tenure-100,1990,3,3,1582,unspecified,taman jurong,jurong west,735000.0,102.72424179443014,102.72440175740387,102.72426816495769,102.72480139120763,102.72414293701577,26894.83258101462,studio,1,5
condo,freehold,2022,2,1,700,partial,upper paya lebar,serangoon,1618000.0,102.88198039134403,102.88214354276386,102.88200729339145,102.8825507964911,102.88187951981212,18829.290006677053,studio,1,5
hdb,tenure-100,2010,3,2,1001,unspecified,punggol field,punggol,603800.0,102.91449562905164,102.91466864716769,102.91452417468017,102.91509955218993,102.91438853380662,35511.713933415536,studio,1,5
hdb,tenure-100,2014,3,2,990,unspecified,hougang east,hougang,693000.0,102.9035348293199,102.90370401505695,102.90356273656026,102.90412573328646,102.90343015142945,29571.615046873147,other,2,5
hdb,tenure-100,2013,3,2,1011,unspecified,fernvale,sengkang,627900.0,102.88038652887172,102.88055927339886,102.88041502883775,102.88098952779427,102.88027960685616,24586.051179126945,other,2,5
bungalow,freehold,2011,7,6,8000,unspecified,lorong chuan,serangoon,20475000.0,102.87050162867541,102.87066512868614,102.87052858875701,102.87107321998877,102.8704005375086,7194.305567324804,other,3,10
condo,tenure-100,2023,2,1,786,unspecified,boulevard,orchard,1869000.0,102.83590240543042,102.83605755007981,102.83592797366828,102.83644561398626,102.83580658479636,890.1432913590968,other,1,4
condo,freehold,2025,2,2,700,unspecified,leedon park,bukit timah,1869000.0,102.8058476880269,102.80600431352168,102.80587350284885,102.80639593260508,102.80575093399567,3159.1856757419673,studio,1,4
condo,tenure-100,2026,4,4,1302,unspecified,sembawang springs,sembawang,2054800.0,102.83184285057415,102.83202483682058,102.8318728898031,102.83247725673152,102.83173010062669,8268.146261597236,other,2,5
hdb,tenure-100,1983,3,3,1119,partial,aljunied,geylang,669900.0,102.89016133160884,102.89031936808144,102.89018738168191,102.89071435693776,102.8900636859882,13503.292250548708,other,2,6
hdb,tenure-100,2015,3,2,1000,unspecified,saujana,bukit panjang,546000.0,102.7719014259656,102.77207350451657,102.77192981471077,102.77250217914262,102.77179492613422,38400.0,other,1,5
hdb,tenure-100,2001,3,2,1070,unspecified,redhill,bukit merah,798000.0,102.81981027751043,102.81996218960529,102.81983530725918,102.82034250565818,102.81971649601387,27399.380804953562,other,1,3
condo,tenure-100,2014,3,3,1055,unspecified,saujana,bukit panjang,1259900.0,102.77351779337629,102.77369001539572,102.7735462060233,102.77411903374832,102.77341120302525,38400.0,other,2,4
condo,tenure-100,2023,1,1,431,unspecified,pearl's hill,outram,1265200.0,102.84270594070802,102.8428571379753,102.84273085144909,102.84323573657576,102.84261260961145,10897.435897435898,studio,1,8
bungalow,freehold,1980,7,8,8700,unspecified,sembawang hills,ang mo kio,13125000.0,102.83586181528713,102.83603105026233,102.8358897305488,102.83645289712452,102.83575710767717,7657.909446618223,studio,1,9
condo,tenure-100,2026,1,1,517,unspecified,pasir ris central,pasir ris,997500.0,102.95045980825171,102.95062803186694,102.95048755535643,102.9510474359871,102.95035573626059,21329.80482963943,other,1,5
hdb,tenure-100,1998,3,2,1108,unfurnished,toh guan,jurong east,577500.0,102.75039791968767,102.75056005767294,102.7504246525765,102.75096490218256,102.75029768994379,19534.07417324943,studio,1,6
hdb,tenure-100,1985,2,2,721,unspecified,northland,yishun,399000.0,102.8398768138795,102.84005776332599,102.83990668043019,102.84050769615136,102.8397647176986,18530.7743216413,other,2,4
hdb,tenure-100,2017,3,2,1001,unspecified,bendemeer,kallang,903000.0,102.86340673482472,102.86356543279877,102.86343289501272,102.86396201185244,102.86330867251337,27287.914003486345,other,2,3
hdb,tenure-100,1977,3,2,1000,fully,townsville,ang mo kio,1050000.0,102.85123005805008,102.85139796323053,102.85125775184895,102.85181661937519,102.85112618885792,38689.604685212296,other,2,4
condo,freehold,2023,3,2,926,unfurnished,mountbatten,marine parade,2449600.0,102.88916320007493,102.88931731430674,102.88918859681819,102.889702899357,102.88906802828895,5829.779776856125,other,1,5
hdb,tenure-100,2015,3,2,1206,unspecified,compassvale,sengkang,1102500.0,102.89609380505922,102.89626492258566,102.89612203405774,102.8966912736326,102.8959879089073,19173.069886571535,other,2,5
bungalow,tenure-100,2015,5,7,5300,unspecified,dairy farm,bukit panjang,7140000.0,102.77749174181409,102.7776602067312,102.77751952865158,102.77808021643953,102.77738752104476,5615.341047010276,other,4,6
condo,freehold,2014,4,4,2077,partial,nassim,tanglin,6300000.0,102.83298628593764,102.83314429837824,102.83301233185536,102.83353923855513,102.83288865660306,4541.768045417681,other,1,4
house,freehold,2000,5,7,4350,unspecified,upper thomson,bishan,12075000.0,102.84098660211593,102.8411498356981,102.84101351773991,102.84155729282732,102.84088567957228,7634.757760748149,other,4,8
hdb,tenure-100,1989,4,2,1528,unspecified,choa chu kang central,choa chu kang,764400.0,102.75283872008526,102.75300924360477,102.75286684975812,102.75343419287653,102.7527332014124,20562.19768184722,studio,1,5
hdb,tenure-100,2017,3,2,1216,unspecified,jurong west central,jurong west,882000.0,102.71174197450368,102.71190476659632,102.71176881624383,102.71231118545245,102.71164133296968,45396.938412246345,other,2,4
condo,tenure-100,2027,3,3,969,unspecified,yishun east,yishun,1187900.0,102.84933749280894,102.84951844862594,102.84936736044598,102.84996839524554,102.84922539242325,34290.3973322783,other,2,5
condo,freehold,2024,4,3,1572,unspecified,marine parade,marine parade,3655400.0,102.90234244125502,102.90249699105755,102.90236791058634,102.90288361837263,102.9022469944882,23172.41379310345,other,1,7
condo,tenure-100,2016,2,1,624,unspecified,dairy farm,bukit panjang,1069800.0,102.77494783014808,102.77511526917182,102.77497544609582,102.77553281959827,102.77484425647519,5615.341047010276,other,1,4
condo,freehold,2024,2,2,689,unspecified,mountbatten,marine parade,2052600.0,102.89393129710213,102.89408503951584,102.8939566319244,102.89446973235007,102.89383635973323,5829.779776856125,studio,1,5
condo,tenure-100,2014,4,3,1249,partial,saujana,bukit panjang,1764000.0,102.77351779337629,102.77369001539572,102.7735462060233,102.77411903374832,102.77341120302525,38400.0,other,2,4
condo,tenure-100,2023,3,2,1055,unspecified,punggol town centre,punggol,1365000.0,102.90212585450399,102.90230184089638,102.90215489452507,102.90273986458415,102.90201688736681,18691.745738517086,other,2,5
condo,freehold,2025,3,2,915,unfurnished,katong,marine parade,2068500.0,102.9011422940396,102.9012984351607,102.90116802843345,102.90168887800777,102.90104584362842,8674.698795180724,other,3,5
hdb,tenure-100,2003,3,2,1184,unspecified,rivervale,sengkang,732900.0,102.91118822912973,102.91136002502543,102.91121657116433,102.91178800017107,102.91108190482251,38049.71319311664,other,3,5
apartment,tenure-100,2025,2,2,947,unspecified,holland drive,queenstown,2878200.0,102.79692159587546,102.79707847000459,102.79694745208859,102.79747068661082,102.79682468520329,26938.602082005524,other,1,5
condo,freehold,2024,1,2,474,unspecified,potong pasir,toa payoh,1143400.0,102.87157295461633,102.87173345330922,102.87159941477162,102.87213434848802,102.87147375640387,18338.28821780629,other,1,4
condo,freehold,2017,3,2,1614,unfurnished,anak bukit,bukit timah,2709000.0,102.77303717210415,102.77319957609787,102.77306394936241,102.77360505484235,102.77293677413702,7885.912090289547,other,1,4
hdb,tenure-100,1992,5,3,1765,unspecified,yishun south,yishun,1047900.0,102.84270471494217,102.84288237883607,102.84273403422621,102.84332443378638,102.84259469095254,31517.683927771974,other,3,5
condo,tenure-100,2016,2,2,1119,partial,robertson quay,singapore river,2814000.0,102.84033560861931,102.84048835235244,102.84036077694867,102.84087065912968,102.84024130219086,5941.571259376233,studio,1,3
condo,tenure-100,2024,2,2,624,unfurnished,serangoon garden,serangoon,1239000.0,102.87332609473995,102.87349412998991,102.87335381026337,102.87391309453427,102.87322214307483,11934.374173061657,studio,1,5
house,freehold,2010,3,2,2000,unfurnished,upper thomson,bishan,6090000.0,102.83486050316542,102.83502520705416,102.83488766368185,102.83543619034681,102.83475865339865,7634.757760748149,other,3,6
condo,freehold,2017,1,1,969,unspecified,lavender,kallang,1312500.0,102.86136110972086,102.861517798245,102.8613869351896,102.86190955976295,102.86126431483956,12802.21957986524,other,1,1
condo,freehold,2025,2,2,753,unspecified,nassim,tanglin,1890000.0,102.8356862316701,102.83584415947146,102.83571226349666,102.83623889629501,102.83558865566539,4541.768045417681,studio,2,4
hdb,tenure-100,2015,2,2,721,unspecified,yishun east,yishun,462000.0,102.848415043871,102.84859532153659,102.84844479854597,102.84904364236638,102.84830337122375,34290.3973322783,studio,2,4
hdb,tenure-100,2008,3,2,1173,unspecified,tampines east,tampines,971600.0,102.9420590115999,102.94222453952362,102.94208630966124,102.94263748176915,102.94195663998694,30154.01616133711,studio,3,5
hdb,tenure-100,2017,3,2,1001,unspecified,sengkang town centre,sengkang,619500.0,102.90019869970243,102.90037232362376,102.90022734620182,102.90080468335694,102.90009122264898,42307.42896268402,other,2,5
hdb,tenure-100,2017,3,2,1216,unspecified,rivervale,sengkang,714000.0,102.91119320089805,102.91136526020027,102.91122158680827,102.91179386688815,102.9110867104563,38049.71319311664,other,2,4
condo,tenure-100,2026,5,5,2788,unspecified,clarke quay,singapore river,8742300.0,102.84714951346535,102.84730235104654,102.84717469744514,102.84768488176805,102.847055147711,447.9669193659545,studio,1,6
hdb,tenure-100,1988,3,2,904,unspecified,yishun east,yishun,417900.0,102.852230375555,102.85240895574778,102.85225984749225,102.85285320612431,102.8521197734539,34290.3973322783,studio,1,5
condo,tenure-100,2025,2,2,829,unspecified,holland drive,queenstown,2096500.0,102.79692159587546,102.79707847000459,102.79694745208859,102.79747068661082,102.79682468520329,26938.602082005524,other,1,5
condo,tenure-100,2005,3,2,1324,unspecified,pasir ris west,pasir ris,1349200.0,102.93892999241518,102.93910010144118,102.9389580535419,102.9395240278189,102.93882473149476,22603.258810155363,other,1,4
condo,tenure-100,2022,3,3,1119,unspecified,coronation road,bukit timah,2832700.0,102.79956040931258,102.79972031462697,102.7995867704369,102.80011979838734,102.79946158677504,4694.407410006315,studio,1,5
apartment,tenure-100,2024,3,2,904,partial,bugis,downtown core,2516800.0,102.86011137665581,102.86026556579499,102.86013678579897,102.8606513349844,102.86001615819804,3176.302640970735,studio,1,6
condo,tenure-100,2022,2,2,807,unspecified,tanglin,orchard,2900100.0,102.82814250670017,102.82829775746013,102.82816809259218,102.82868607699119,102.82804661929391,2208.955223880597,other,1,4
hdb,tenure-100,1998,3,2,1087,unspecified,toh guan,jurong east,609000.0,102.74808815399611,102.74825088563884,102.74811498576422,102.74865715386285,102.74798754986939,19534.07417324943,studio,3,5
hdb,tenure-100,1996,3,2,1194,unspecified,choa chu kang north,choa chu kang,572200.0,102.7548300312146,102.75500360043685,102.75485866821515,102.75543585176773,102.75472259153231,29331.251148263826,studio,1,5
condo,freehold,2013,1,1,667,unspecified,mount emily,rochor,1155000.0,102.85050802981027,102.85066282710211,102.85053354022776,102.85105005589979,102.85041242797128,8402.061855670103,other,1,2
condo,freehold,2010,2,2,872,unspecified,moulmein,novena,2401000.0,102.84459718043608,102.84475423942237,102.844623067568,102.84514689178167,102.84450015222986,6901.669758812616,other,1,8
apartment,tenure-100,1996,3,2,1346,unspecified,simei,tampines,1344000.0,102.96165323099407,102.96181700763759,102.96168023739698,102.9622257479577,102.9615519635533,14203.420342034204,other,2,4
hdb,tenure-100,2010,3,2,968,partial,punggol town centre,punggol,669900.0,102.90440644024216,102.90458231482906,102.90443546164587,102.90502007009592,102.90429754357737,18691.745738517086,studio,1,5
bungalow,freehold,1992,7,8,6500,partial,raffles place,downtown core,26250000.0,102.85431246958707,102.85446388866367,102.85433741730583,102.85484301725884,102.85421899836292,211.864406779661,studio,4,10
condo,freehold,2024,3,3,1076,unspecified,bukit batok south,bukit batok,2508400.0,102.76714699072849,102.76730934470581,102.7671737596398,102.76771470445364,102.76704662442394,8265.057573073516,studio,1,5
hdb,tenure-100,1980,3,2,1300,unspecified,yio chu kang west,ang mo kio,879900.0,102.84339570602711,102.84356625571867,102.84342384030103,102.84399125356401,102.84329016905724,28542.725446164757,studio,1,4
hdb,tenure-100,2017,3,2,1215,partial,compassvale,sengkang,871500.0,102.89398304026616,102.89415354518458,102.894011167217,102.89457842777342,102.89387753053687,19173.069886571535,other,2,4
hdb,tenure-100,1995,5,4,1905,unspecified,woodgrove,woodlands,1155000.0,102.77608103114162,102.7762609614737,102.77611072776834,102.77670846085807,102.77596957899213,20304.04999399111,other,1,7
condo,tenure-100,2016,4,3,1325,unspecified,tampines east,tampines,1761900.0,102.94467051453164,102.94483656383782,102.94469789944654,102.94525075574163,102.94456781402354,30154.01616133711,studio,1,4
house,tenure-1000,1980,5,5,5000,unspecified,coronation road,bukit timah,13524000.0,102.8122439376261,102.81240337268093,102.81227022045319,102.81280172696214,102.81214541143754,4694.407410006315,other,5,6
condo,tenure-100,2026,2,1,710,unspecified,pasir ris central,pasir ris,1509900.0,102.95045980825171,102.95062803186694,102.95048755535643,102.9510474359871,102.95035573626059,21329.80482963943,other,1,5
apartment,tenure-100,1998,1,1,731,unspecified,bencoolen,rochor,1102500.0,102.85561591382263,102.85577086336811,102.8556414496146,102.85615845641017,102.8555202158542,7674.28236672525,other,1,3
hdb,tenure-100,1985,2,2,721,unspecified,northland,yishun,407400.0,102.84029229455301,102.84047332243263,102.8403221741694,102.84092344324407,102.84018014889494,18530.7743216413,studio,1,5
hdb,tenure-100,2007,3,2,969,unspecified,punggol town centre,punggol,554400.0,102.91098283110101,102.91115782300731,102.91101170549422,102.91159346093377,102.91087449102635,18691.745738517086,other,3,3
condo,freehold,2025,1,1,527,partial,institution hill,river valley,1739800.0,102.83963644752382,102.83978982266352,102.83966172102463,102.8401736434103,102.83954174287177,8023.433520122262,studio,1,5
